충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
광교산 한양수자인더킨포크,광교산 한양수자인더킨포크,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 태봉로 17,경기도 용인시 수지구 신봉동 1024번지 한양수자인 광교산 한양수자인더킨포크,대영채비,1522-2573,37.33447277,127.0559522,2022-10-12
어반런드렛,어반런드렛,경기도,-,9:00,18:00,Y,N,AC완속,4,0,N,경기도 용인시 기흥구 용구대로2469번길 47,경기도 용인시 기흥구 보정동 614-8번지,대영채비,1522-2573,37.31090371,127.104876,2022-10-12
에버랜드 셔틀버스 주차장,에버랜드 셔틀버스 주차장,경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,경기도 용인시 처인구 포곡읍 곡현로 76,경기도 용인시 처인구 포곡읍 전대리 274번지 에버랜드,대영채비,1522-2573,37.29351199,127.2243916,2022-10-12
에버랜드 홈브리지 캐빈호스텔,에버랜드 홈브리지 캐빈호스텔,경기도,-,10:00,21:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도 용인시 처인구 포곡읍 전대리 310번지 에버랜드 삼성에버랜드 캐빈호스텔 홈브리지,대영채비,1522-2573,37.28996008,127.2165862,2022-10-12
유니버스트윈1차오피스텔,유니버스트윈1차오피스텔,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 명지로40번길 15-9,경기도 용인시 처인구 역북동 754-1번지 유니버스트윈1차오피스텔(754-1 유니버스트윈1),대영채비,1522-2573,37.23162746,127.1867615,2022-10-12
효천마을 신안인스빌3(3주차장),효천마을 신안인스빌3(3주차장),경기도,-,0:00,24:00:00,Y,N,AC완속,5,0,N,경기도 용인시 처인구 모현읍 문현로 330(671 효천마을신안인스빌2단지아파트),경기도 용인시 처인구 모현읍 일산리 671번지 효천마을신안인스빌2단지아파트,이카플러그,1833-4577,37.33712997,127.2442928,2022-10-12
6단지상록아파트,6단지상록아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,4,0,N,경기도 용인시 수지구 풍덕천로 33,경기도 용인시 수지구 풍덕천동 1028번지 신정마을6단지아파트,파워큐브,1833-8017,37.31833075,127.086294,2022-10-12
E편한세상시티수지관리위원회,E편한세상시티수지관리위원회,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 포은대로313번길 7-10(e편한세상 수지),경기도 용인시 수지구 풍덕천동 1209번지 e편한세상수지,파워큐브,1833-8017,37.31461189,127.0848247,2022-10-12
㈜대륙(민수),㈜대륙(민수),경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 포곡읍 포곡로234번길 22-9,경기도 용인시 처인구 포곡읍 삼계리 530번지,파워큐브,1833-8017,37.27501874,127.229783,2022-10-12
강남마을자연앤4단지/자연앤입주자대표회의,강남마을자연앤4단지/자연앤입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 강남동로 43(강남마을 자연앤아파트),경기도 용인시 기흥구 구갈동 600번지 강남마을 자연앤아파트,파워큐브,1833-8017,37.27030853,127.1311201,2022-10-12
강남마을한라비발디,강남마을한라비발디,경기도,-,0:00,24:00:00,Y,N,AC완속,10,0,N,경기도 용인시 기흥구 강남동로 128강남마을 한라비발디(상하동 630),경기도 용인시 기흥구 상하동 630번지 한라비발디,파워큐브,1833-8017,37.27537762,127.1380098,2022-10-12
경희대학교국제캠퍼스,경희대학교국제캠퍼스,경기도,-,0:00,24:00:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 덕영대로 1732,경기도 용인시 기흥구 서천동 1번지,파워큐브,1833-8017,37.24367046,127.0767015,2022-10-12
고등기술연구원 연구조합,고등기술연구원 연구조합,경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,경기도 용인시 처인구 백암면 고안로51번길 175-28,경기도 용인시 처인구 백암면 고안리 633-2번지,파워큐브,1833-8017,37.14736805,127.4144521,2022-10-12
고림2차양우내안애에듀퍼스트아파트,고림2차양우내안애에듀퍼스트아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,10,0,N,경기도 용인시 처인구 경안천로 196-1(1014 양우내안애에듀퍼스트),경기도 용인시 처인구 고림동 1014번지 양우내안애에듀퍼스트,파워큐브,1833-8017,37.24956186,127.2214283,2022-10-12
그대가크레던스아파트,그대가크레던스아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,10,0,N,경기도 용인시 기흥구 어정로 62-28,경기도 용인시 기흥구 상하동 675번지 지석마을그대가크레던스,파워큐브,1833-8017,37.26814324,127.1363188,2022-10-12
극동임광아파트입주자대표회의,극동임광아파트입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,4,0,N,경기도 용인시 수지구 정평로 73(1018 신정마을극동임광아파트),경기도 용인시 수지구 풍덕천동 1018번지 신정마을극동임광아파트,파워큐브,1833-8017,37.32254132,127.0891942,2022-10-12
금호어울림아파트,금호어울림아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,7,0,N,경기도 용인시 처인구 금령로13번길 13,경기도 용인시 처인구 김량장동 526번지 김량장동어울림아파트,파워큐브,1833-8017,37.23609028,127.1974983,2022-10-12
만현마을쌍용1차아파트,만현마을쌍용1차아파트,경기도,-,0:00,24:00:00,N,Y,DC차데모+DC콤보,0,1,N,"경기도 용인시 수지구 만현로 107(상현동, 만현마을쌍용1차아파트)(850 만현마을쌍용1차아파트)",경기도 용인시 수지구 상현동 850번지 만현마을쌍용1차아파트,지에스커넥트,1544-4279,37.30580594,127.0875813,2022-10-12
분당수지U-TOWER,분당수지U-TOWER,경기도,-,8:00,22:00,Y,N,AC완속,17,0,N,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),경기도 용인시 수지구 동천동 899번지 분당수지U-TOWER,지에스커넥트,1544-4279,37.33825017,127.101696,2022-10-12
분당수지유타워,분당수지유타워,경기도,-,0:00,24:00:00,Y,N,AC완속,15,0,N,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),경기도 용인시 수지구 동천동 899번지 분당수지U-TOWER,지에스커넥트,1544-4279,37.33825017,127.101696,2022-10-12
삼성쉐르빌아파트,삼성쉐르빌아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,경기도 용인시 처인구 포곡읍 포곡로 159,경기도 용인시 처인구 포곡읍 둔전리 449번지 103동 지하 2층 A20번기둥 부근,지에스커넥트,1544-4279,37.27331353,127.2213295,2022-10-12
새터마을죽전힐스테이트,새터마을죽전힐스테이트,경기도,-,0:00,24:00:00,N,Y,DC차데모+DC콤보,0,2,N,"경기도 용인시 수지구 현암로125번길 11(죽전동, 새터마을죽전힐스테이트)(1165 새터마을죽전힐스테이트)",경기도 용인시 수지구 죽전동 1165번지 새터마을죽전힐스테이트,지에스커넥트,1544-4279,37.33367007,127.1205719,2022-10-12
성복자이1차아파트,성복자이1차아파트,경기도,-,8:00,20:00,Y,N,AC완속,16,0,N,경기도 용인시 수지구 성복1로164번길 20성복자이1차아파트(버들치마을 성복자이1차),경기도 용인시 수지구 성복동 758번지 성복자이1차아파트,지에스커넥트,1544-4279,37.31703828,127.0652077,2022-10-12
구성동주민센터,구성동주민센터,경기도,-,0:00,24:00:00,N,Y,DC콤보,0,2,Y,경기도 용인시 기흥구 구성로77번길 17,경기도 용인시 기흥구 언남동 342-1번지,환경부(한국자동차환경협회),1661-9408,37.29676208,127.1189859,2022-10-12
금학공영주차장,금학공영주차장,경기도,-,0:00,24:00:00,N,Y,DC콤보,0,2,N,경기도 용인시 처인구 용문로 140,경기도 용인시 처인구 김량장동 324-8번지,환경부(한국자동차환경협회),1661-9408,37.23614488,127.2012523,2022-10-12
롯데마트 신갈점,롯데마트 신갈점,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,3,N,경기도 용인시 기흥구 중부대로 375,경기도 용인시 기흥구 신갈동 63번지 기흥역롯데캐슬스카이 지하2층 10,환경부(한국자동차환경협회),1661-9408,37.27231114,127.1091157,2022-10-12
송전휴게소,송전휴게소,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 처인구 이동읍 남북대로 2616,경기도 용인시 처인구 이동읍 송전리 169-5번지,환경부(한국자동차환경협회),1661-9408,37.14020995,127.205751,2022-10-12
용인서부경찰서,용인서부경찰서,경기도,-,0:00,24:00:00,N,Y,DC콤보,0,1,N,경기도 용인시 기흥구 용구대로2469번길 32,경기도 용인시 기흥구 보정동 1290번지,환경부(한국자동차환경협회),1661-9408,37.30962805,127.1061691,2022-10-12
용인시민체육공원,용인시민체육공원,경기도,-,7:30,19:00,N,Y,DC차데모+AC3상+DC콤보,0,4,N,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6번지 용인미르스타디움,환경부(한국자동차환경협회),1661-9408,37.24962344,127.1651613,2022-10-12
민속마을쌍용아파트1,민속마을쌍용아파트1,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 용인시 기흥구 사은로126번길 10 (보라동, 민속마을 쌍용아파트)",경기도 용인시 기흥구 보라동 553번지 민속마을쌍용아파트,에버온,1661-7766,37.25402019,127.1169008,2022-10-12
민속마을쌍용아파트3,민속마을쌍용아파트3,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 용인시 기흥구 사은로126번길 10 (보라동, 민속마을 쌍용아파트)",경기도 용인시 기흥구 보라동 553번지 민속마을쌍용아파트,에버온,1661-7766,37.25402019,127.1169008,2022-10-12
민속마을쌍용아파트4,민속마을쌍용아파트4,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 용인시 기흥구 사은로126번길 10 (보라동, 민속마을 쌍용아파트)",경기도 용인시 기흥구 보라동 553번지 민속마을쌍용아파트,에버온,1661-7766,37.25402019,127.1169008,2022-10-12
민속마을쌍용아파트6,민속마을쌍용아파트6,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 용인시 기흥구 사은로126번길 10 (보라동, 민속마을 쌍용아파트)",경기도 용인시 기흥구 보라동 553번지 민속마을쌍용아파트,에버온,1661-7766,37.25402019,127.1169008,2022-10-12
민속마을쌍용아파트7,민속마을쌍용아파트7,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 용인시 기흥구 사은로126번길 10 (보라동, 민속마을 쌍용아파트)",경기도 용인시 기흥구 보라동 553번지 민속마을쌍용아파트,에버온,1661-7766,37.25402019,127.1169008,2022-10-12
민속마을쌍용아파트9,민속마을쌍용아파트9,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 용인시 기흥구 사은로126번길 10 (보라동, 민속마을 쌍용아파트)",경기도 용인시 기흥구 보라동 553번지 민속마을쌍용아파트,에버온,1661-7766,37.25402019,127.1169008,2022-10-12
백현마을모아미래도아파트B,백현마을모아미래도아파트B,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,"경기도 용인시 기흥구 동백8로 90 (동백동, 백현마을모아미래도1단지아파트)B주차장 B1 B62기둥",경기도 용인시 기흥구 동백동 599번지 백현마을모아미래도1단지아파트 B주차장 B1 B62기둥,에버온,1661-7766,37.28269924,127.1600626,2022-10-12
백현마을모아미래도아파트C,백현마을모아미래도아파트C,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,"경기도 용인시 기흥구 동백8로 90 (동백동, 백현마을모아미래도1단지아파트)C주차장 B1 C5기둥",경기도 용인시 기흥구 동백동 599번지 백현마을모아미래도1단지아파트 C주차장 B1 C5기둥,에버온,1661-7766,37.28269924,127.1600626,2022-10-12
버들치마을경남아너스빌1차1,버들치마을경남아너스빌1차1,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 성복1로 157,경기도 용인시 수지구 성복동 753번지 버들치마을경남아너스빌1차 102동 B1 22기둥,에버온,1661-7766,37.31533447,127.0627121,2022-10-12
버들치마을경남아너스빌1차2,버들치마을경남아너스빌1차2,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 성복1로 157,경기도 용인시 수지구 성복동 753번지 버들치마을경남아너스빌1차 105동 B1 23기둥,에버온,1661-7766,37.31345954,127.0627004,2022-10-12
버들치마을경남아너스빌1차3,버들치마을경남아너스빌1차3,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 성복1로 157,경기도 용인시 수지구 성복동 753번지 버들치마을경남아너스빌1차 106동 B1 20기둥,에버온,1661-7766,37.31283777,127.0627491,2022-10-12
기흥역롯데캐슬레이시티-A동,기흥역롯데캐슬레이시티-A동,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 기흥역로 9,경기도 용인시 기흥구 구갈동 657번지 기흥역 롯데캐슬 레이시티/주상복합 A동 BF4,파워큐브,1833-8017,37.27437741,127.1152524,2022-10-12
기흥역롯데캐슬레이시티오피스텔관리단,기흥역롯데캐슬레이시티오피스텔관리단,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 기흥역로 9,경기도 용인시 기흥구 구갈동 657번지 기흥역 롯데캐슬 레이시티/주상복합,파워큐브,1833-8017,37.27437741,127.1152524,2022-10-12
기흥역파크푸르지오오피스텔관리단,기흥역파크푸르지오오피스텔관리단,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 기흥역로58번길 56,경기도 용인시 기흥구 구갈동 663번지 파크 푸르지오,파워큐브,1833-8017,37.27256876,127.1218262,2022-10-12
꽃메마을아이파크2차아파트입주자대표회의,꽃메마을아이파크2차아파트입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,5,0,N,경기도 용인시 수지구 죽전로 121(1307 꽃메마을아이파크),경기도 용인시 수지구 죽전동 1307번지 꽃메마을아이파크,파워큐브,1833-8017,37.32438712,127.120991,2022-10-12
꽃메마을현대4차3단지,꽃메마을현대4차3단지,경기도,-,0:00,24:00:00,Y,N,AC완속,14,0,N,경기도 용인시 수지구 죽전로 87(1304 꽃메마을현대홈타운),경기도 용인시 수지구 죽전동 1304번지 꽃메마을현대홈타운,파워큐브,1833-8017,37.32198813,127.1177863,2022-10-12
도담마을7단지뜨리에체아파트입주자대표회의,도담마을7단지뜨리에체아파트입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,5,0,N,경기도 용인시 수지구 푸른솔로 49(414 도담마을7단지뜨리에체아파트),경기도 용인시 수지구 죽전동 414번지 도담마을7단지뜨리에체아파트,파워큐브,1833-8017,37.32525833,127.1144401,2022-10-12
도담마을휴먼빌아파트 입주자대표회의,도담마을휴먼빌아파트 입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,5,0,N,경기도 용인시 수지구 대지로 77(휴먼빌 아파트),경기도 용인시 수지구 죽전동 1483번지 휴먼빌아파트,파워큐브,1833-8017,37.33032547,127.1176312,2022-10-12
동백동일하이빌아파트,동백동일하이빌아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 동백중앙로 312,경기도 용인시 기흥구 중동 874번지 백현마을동일하이빌아파트,파워큐브,1833-8017,37.27987997,127.1576613,2022-10-12
동백라온프라이빗 입주자대표회의,동백라온프라이빗 입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,4,0,N,경기도 용인시 기흥구 동백8로 160,경기도 용인시 기흥구 동백동 588번지,파워큐브,1833-8017,37.28022891,127.1662215,2022-10-12
동백라온프라이빗테라스파크(타운하우스),동백라온프라이빗테라스파크(타운하우스),경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 동백8로 160,경기도 용인시 기흥구 동백동 588번지,파워큐브,1833-8017,37.28022891,127.1662215,2022-10-12
동부센트레빌5단지아파트 입주자대표회의,동부센트레빌5단지아파트 입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,16,0,N,경기도 용인시 수지구 신봉1로 214(동부센트레빌 5단지),경기도 용인시 수지구 신봉동 949번지 동부센트레빌5단지,파워큐브,1833-8017,37.3305411,127.067681,2022-10-12
동원베네스트 언남타운하우스(1동),동원베네스트 언남타운하우스(1동),경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 언남로29번길 41-1(동원 언남타운하우스),경기도 용인시 기흥구 언남동 119-1번지 동원언남타운하우스,파워큐브,1833-8017,37.29727984,127.1287431,2022-10-12
용인시청,용인시청,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556번지 지하1층 가03 기둥옆,환경부(한국자동차환경협회),1661-9408,37.24115603,127.1769695,2022-10-12
용인휴게소(강릉방향),용인휴게소(강릉방향),경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 용인시 처인구 주북로94번길 30-1,경기도 용인시 처인구 고림동 12-6번지,환경부(한국자동차환경협회),1661-9408,37.24551679,127.2423138,2022-10-12
용인휴게소(서창방향),용인휴게소(서창방향),경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 용인시 처인구 주북로 66-14,경기도 용인시 처인구 고림동 81-2번지,환경부(한국자동차환경협회),1661-9408,37.2483745,127.2383237,2022-10-12
이마트 보라점,이마트 보라점,경기도,-,10:00,23:00,N,Y,DC콤보,0,2,Y,경기도 용인시 기흥구 한보라1로 92,경기도 용인시 기흥구 보라동 623-1번지,환경부(한국자동차환경협회),1661-9408,37.24750936,127.1050945,2022-10-12
이마트 수지점,이마트 수지점,경기도,-,10:00,23:00,N,Y,DC콤보,0,2,Y,경기도 용인시 수지구 수지로 203,경기도 용인시 수지구 신봉동 909번지,환경부(한국자동차환경협회),1661-9408,37.31976257,127.0833291,2022-10-12
죽전휴게소(서울방향),죽전휴게소(서울방향),경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 용인시 수지구 경부고속도로 400,경기도 용인시 수지구 죽전동 866-2번지,환경부(한국자동차환경협회),1661-9408,37.33256407,127.1048754,2022-10-12
포곡읍사무소,포곡읍사무소,경기도,-,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 처인구 포곡읍 포곡로 258,경기도 용인시 처인구 포곡읍 삼계리 588-5번지 입구 왼쪽 주차장 끝부지,환경부(한국자동차환경협회),1661-9408,37.27781544,127.2308221,2022-10-12
한국소방산업기술원,한국소방산업기술원,경기도,-,9:00,19:00,N,Y,DC콤보,0,4,N,경기도 용인시 기흥구 지삼로 331,경기도 용인시 기흥구 지곡동 136-2번지,환경부(한국자동차환경협회),1661-9408,37.23488082,127.144979,2022-10-12
경희마크329,경희마크329,경기도,-,0:00,24:00:00,Y,N,AC완속,4,0,N,경기도 용인시 기흥구 서천로127번길 11-5,경기도 용인시 기흥구 서천동 812번지 (경희마크 329),제주전기자동차서비스,1670-2690,37.23677128,127.0732227,2022-10-12
명지대학교 자연캠퍼스,명지대학교 자연캠퍼스,경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,경기도 용인시 처인구 명지로 116,경기도 용인시 처인구 남동 555번지,제주전기자동차서비스,1670-2690,37.22088584,127.1879444,2022-10-12
신동백두산위브더제니스상가,신동백두산위브더제니스상가,경기도,-,0:00,24:00:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 용인시 기흥구 동백죽전대로 507(694 용인동백두산위브더제니스),경기도 용인시 기흥구 동백동 694번지 용인동백두산위브더제니스,제주전기자동차서비스,1670-2690,37.28512201,127.1501017,2022-10-12
예아리박물관,예아리박물관,경기도,-,9:00,18:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 백암면 원설로270번길 25,경기도 용인시 처인구 백암면 근삼리 389-1번지,제주전기자동차서비스,1670-2690,37.14132675,127.3642626,2022-10-12
오토허브서비스,오토허브서비스,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 중부대로 242-2,경기도 용인시 기흥구 영덕동 1266번지,제주전기자동차서비스,1670-2690,37.26756522,127.0917375,2022-10-12
벽산첼시빌2차아파트1,벽산첼시빌2차아파트1,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,"경기도 용인시 수지구 성복1로 107 (성복동, 성남마을벽산첼시빌2차아파트)501동 11라인기둥",경기도 용인시 수지구 성복동 723번지 성남마을벽산첼시빌2차아파트 501동 11라인기둥,에버온,1661-7766,37.31599244,127.0676063,2022-10-12
벽산첼시빌2차아파트3,벽산첼시빌2차아파트3,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,"경기도 용인시 수지구 성복1로 107 (성복동, 성남마을벽산첼시빌2차아파트)505동 B1 11번기둥",경기도 용인시 수지구 성복동 723번지 성남마을벽산첼시빌2차아파트 505동 B1 11번기둥,에버온,1661-7766,37.31433561,127.0680785,2022-10-12
벽산첼시빌2차아파트4,벽산첼시빌2차아파트4,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,"경기도 용인시 수지구 성복1로 107 (성복동, 성남마을벽산첼시빌2차아파트)506동 B1 9기둥",경기도 용인시 수지구 성복동 723번지 성남마을벽산첼시빌2차아파트 506동 B1 9기둥,에버온,1661-7766,37.31368638,127.0680145,2022-10-12
벽산첼시빌2차아파트6,벽산첼시빌2차아파트6,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,"경기도 용인시 수지구 성복1로 107 (성복동, 성남마을벽산첼시빌2차아파트)509동 B1 11번기둥앞계단",경기도 용인시 수지구 성복동 723번지 성남마을벽산첼시빌2차아파트 509동 B1 11번기둥앞계단,에버온,1661-7766,37.31432938,127.0663744,2022-10-12
벽산첼시빌2차아파트8,벽산첼시빌2차아파트8,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,"경기도 용인시 수지구 성복1로 107 (성복동, 성남마을벽산첼시빌2차아파트)511-513동 B1 (512,513앞)","경기도 용인시 수지구 성복동 723번지 성남마을벽산첼시빌2차아파트 511-513동 B1 (512,513앞)",에버온,1661-7766,37.31416075,127.0646374,2022-10-12
벽산첼시빌2차아파트9,벽산첼시빌2차아파트9,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,"경기도 용인시 수지구 성복1로 107 (성복동, 성남마을벽산첼시빌2차아파트)514동 B1 8번기둥",경기도 용인시 수지구 성복동 723번지 성남마을벽산첼시빌2차아파트 514동 B1 8번기둥,에버온,1661-7766,37.31337407,127.0639648,2022-10-12
수지 서홍마을벽산블루밍,수지 서홍마을벽산블루밍,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 신봉1로48번길 45,경기도 용인시 수지구 신봉동 876번지 서홍마을 벽산블루밍,지에스커넥트,1544-4279,37.32458156,127.0823544,2022-10-12
수지태영데시앙아파트,수지태영데시앙아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,"경기도 용인시 수지구 수지로 166(풍덕천동, 정자뜰마을 태영 데시앙1차 아파트)(데시앙1차 아파트)",경기도 용인시 수지구 풍덕천동 1183번지 데시앙1차아파트,지에스커넥트,1544-4279,37.31483647,127.0820472,2022-10-12
수지파크푸르지오아파트,수지파크푸르지오아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,경기도 용인시 수지구 풍덕천로171번길 9수지파크푸르지오아파트,경기도 용인시 수지구 풍덕천동 1223번지 수지파크푸르지오아파트,지에스커넥트,1544-4279,37.32682134,127.0992505,2022-10-12
수지풍림2차아파트,수지풍림2차아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 동천로 18수지풍림2차아파트,경기도 용인시 수지구 동천동 176-1번지 수지풍림2차아파트,지에스커넥트,1544-4279,37.34157409,127.1010462,2022-10-12
한국국토정보공사 용인지사,한국국토정보공사 용인지사,경기도,-,9:00,18:00,Y,N,AC완속,8,0,N,경기도 용인시 처인구 중부대로 1414,경기도 용인시 처인구 김량장동 344-2번지 한국국토정보공사 용인지사,대영채비,1522-2573,37.23229578,127.2012111,2022-10-12
광교푸르지오시티2단지,광교푸르지오시티2단지,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 광교중앙로296번길 22,경기도 용인시 수지구 상현동 1132-1번지 지하3층 주차장,이카플러그,1833-4577,37.29768613,127.0703288,2022-10-12
동원베네스트 언남타운하우스(2동),동원베네스트 언남타운하우스(2동),경기도,-,0:00,24:00:00,N,Y,AC3상,0,1,N,경기도 용인시 기흥구 언남로29번길 41,경기도 용인시 기흥구 언남동 119-3번지 동원 언남타운하우스,파워큐브,1833-8017,37.29694651,127.1288011,2022-10-12
동원베네스트 언남타운하우스(3동),동원베네스트 언남타운하우스(3동),경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 언남로29번길 37,경기도 용인시 기흥구 언남동 119-5번지 동원 언남타운하우스,파워큐브,1833-8017,37.29650501,127.1288597,2022-10-12
동일하이빌1차아파트,동일하이빌1차아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,4,0,N,경기도 용인시 기흥구 구성로 105-15,경기도 용인시 기흥구 언남동 486번지 하마비마을동일하이빌1차아파트,파워큐브,1833-8017,37.2944848,127.1228109,2022-10-12
레이크포레,레이크포레,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 광교호수로 431,경기도 용인시 수지구 상현동 1204번지 레이크포레아파트,파워큐브,1833-8017,37.30259406,127.0841686,2022-10-12
만현마을3단지성원상떼빌아파트입주자대표회의,만현마을3단지성원상떼빌아파트입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,5,0,N,경기도 용인시 수지구 만현로67번길 19(864 만현마을성원상떼빌아파트),경기도 용인시 수지구 상현동 864번지 만현마을성원상떼빌아파트,파워큐브,1833-8017,37.30899918,127.0908477,2022-10-12
백현마을서해그랑블아파트 입주자대표회의,백현마을서해그랑블아파트 입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,11,0,N,경기도 용인시 기흥구 동백8로 89(579 백현마을서해그랑블아파트),경기도 용인시 기흥구 동백동 579번지 백현마을서해그랑블아파트,파워큐브,1833-8017,37.28536349,127.1618556,2022-10-12
버들치마을힐스테이트2차아파트,버들치마을힐스테이트2차아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,21,0,N,경기도 용인시 수지구 성복1로164번길 13(힐스테이트 2차아파트),경기도 용인시 수지구 성복동 759번지 힐스테이트2차아파트,파워큐브,1833-8017,37.31782621,127.0637698,2022-10-12
상하동진흥더루벤스2단지아파트 입주자대표회의,상하동진흥더루벤스2단지아파트 입주자대표회의,경기도,-,0:00,24:00:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 중부대로746번길 21,경기도 용인시 기흥구 상하동 660번지 지석마을 진흥더루벤스,파워큐브,1833-8017,37.25879146,127.1378636,2022-10-12
상현마을쌍용2차아파트,상현마을쌍용2차아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,경기도 용인시 수지구 상현로 30-6,경기도 용인시 수지구 상현동 828번지 광교쌍용포레듀엔,파워큐브,1833-8017,37.30213383,127.0763967,2022-10-12
