충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
경기용인_신흥덕롯데캐슬레이시티3,경기용인_신흥덕롯데캐슬레이시티3,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 신정로 25,경기도 용인시 기흥구 신갈동 736번지 지하3층 174번기둥(736 신흥덕롯데캐슬레이시티 지하3층 174번기둥),에버온,1661-7766,37.27118387,127.100854,2022-10-12
경기용인_신흥덕롯데캐슬레이시티4,경기용인_신흥덕롯데캐슬레이시티4,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 신정로 25,경기도 용인시 기흥구 신갈동 736번지 지하3층 177번기둥(736 신흥덕롯데캐슬레이시티 지하3층 177번기둥),에버온,1661-7766,37.27118387,127.100854,2022-10-12
경기용인_신흥덕롯데캐슬레이시티6,경기용인_신흥덕롯데캐슬레이시티6,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 신정로 25,경기도 용인시 기흥구 신갈동 736번지 지하2층 132번기둥(736 신흥덕롯데캐슬레이시티 지하2층 132번기둥),에버온,1661-7766,37.27118387,127.100854,2022-10-12
경기용인_신흥덕롯데캐슬레이시티7,경기용인_신흥덕롯데캐슬레이시티7,경기도,-,0:00,24:00:00,Y,N,AC완속,4,0,N,경기도 용인시 기흥구 신정로 25,경기도 용인시 기흥구 신갈동 736번지 지하2층 18번기둥(736 신흥덕롯데캐슬레이시티 지하2층 18번기둥),에버온,1661-7766,37.27118387,127.100854,2022-10-12
경기용인_신흥덕롯데캐슬레이시티8,경기용인_신흥덕롯데캐슬레이시티8,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 신정로 25,경기도 용인시 기흥구 신갈동 736번지 지하2층 01번기둥(736 신흥덕롯데캐슬레이시티 지하2층 01번기둥),에버온,1661-7766,37.27118387,127.100854,2022-10-12
경기용인_초당마을현진에버빌5201동,경기용인_초당마을현진에버빌5201동,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 동백중앙로 73,경기도 용인시 기흥구 중동 1045번지 5201동 3-5라인 지하1층,에버온,1661-7766,37.26215725,127.1603579,2022-10-12
경기용인_초당마을현진에버빌5204동,경기용인_초당마을현진에버빌5204동,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 동백중앙로 73,경기도 용인시 기흥구 중동 1045번지 5204동 1.2라인 지하1층,에버온,1661-7766,37.26202723,127.1590277,2022-10-12
경기용인 임원마을영화1차 2,경기용인 임원마을영화1차 2,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 경안천로256번길 47-16(996 임원마을영화아파트),경기도 용인시 처인구 고림동 996번지 임원마을영화아파트,에버온,1661-7766,37.25246639,127.2261537,2022-10-12
경기용인 임원마을영화1차 3,경기용인 임원마을영화1차 3,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 경안천로256번길 47-16(996 임원마을영화아파트),경기도 용인시 처인구 고림동 996번지 임원마을영화아파트,에버온,1661-7766,37.25246639,127.2261537,2022-10-12
경기용인 창죽마을벽산첼시빌 1,경기용인 창죽마을벽산첼시빌 1,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 용구대로2771번길 88(창죽마을 벽산첼시빌아파트),경기도 용인시 수지구 죽전동 1111번지 창죽마을 벽산첼시빌아파트,에버온,1661-7766,37.33708449,127.1062177,2022-10-12
경기용인 한보라마을휴먼시아5단지 1주차장,경기용인 한보라마을휴먼시아5단지 1주차장,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 한보라1로43번길 22(617 한보라휴먼시아),경기도 용인시 기흥구 보라동 617번지 한보라휴먼시아,에버온,1661-7766,37.24999663,127.1103586,2022-10-12
경기용인 한보라마을휴먼시아5단지 2주차장,경기용인 한보라마을휴먼시아5단지 2주차장,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 한보라1로43번길 22(617 한보라휴먼시아),경기도 용인시 기흥구 보라동 617번지 한보라휴먼시아,에버온,1661-7766,37.24999663,127.1103586,2022-10-12
경기용인 효성해링턴플레이스2(B3),경기용인 효성해링턴플레이스2(B3),경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 덕영대로2077번길 33(1267 용인기흥효성해링턴플레이스),경기도 용인시 기흥구 영덕동 1267번지 용인기흥효성해링턴플레이스,에버온,1661-7766,37.26361858,127.0974316,2022-10-12
경기용인 효성해링턴플레이스3(B3),경기용인 효성해링턴플레이스3(B3),경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,경기도 용인시 기흥구 덕영대로2077번길 33(1267 용인기흥효성해링턴플레이스),경기도 용인시 기흥구 영덕동 1267번지 용인기흥효성해링턴플레이스,에버온,1661-7766,37.26361858,127.0974316,2022-10-12
경기용인 효성해링턴플레이스5(B5),경기용인 효성해링턴플레이스5(B5),경기도,-,0:00,24:00:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 덕영대로2077번길 33(1267 용인기흥효성해링턴플레이스),경기도 용인시 기흥구 영덕동 1267번지 용인기흥효성해링턴플레이스,에버온,1661-7766,37.26361858,127.0974316,2022-10-12
경기용인 효성해링턴플레이스6(B2),경기용인 효성해링턴플레이스6(B2),경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,경기도 용인시 기흥구 덕영대로2077번길 33(1267 용인기흥효성해링턴플레이스),경기도 용인시 기흥구 영덕동 1267번지 용인기흥효성해링턴플레이스,에버온,1661-7766,37.26361858,127.0974316,2022-10-12
경기용인_금전마을리슈빌아파트,경기용인_금전마을리슈빌아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 포곡읍 둔전로 15(447 금전마을계룡리슈빌),경기도 용인시 처인구 포곡읍 둔전리 447번지 금전마을계룡리슈빌,에버온,1661-7766,37.26642548,127.2169564,2022-10-12
자봉마을써니밸리아파트1,자봉마을써니밸리아파트1,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,"경기도 용인시 기흥구 사은로 274-22 (지곡동, 자봉마을 써니밸리)",경기도 용인시 기흥구 지곡동 704번지 자봉마을 써니밸리,에버온,1661-7766,37.25198882,127.1358778,2022-10-12
용인 신봉마을엘지빌리지5차아파트2,용인 신봉마을엘지빌리지5차아파트2,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 신봉1로 112-2,경기도 용인시 수지구 신봉동 870번지 B주차장 지하2층(신봉마을 엘지빌리지5차 B주차장 지하2층),에버온,1661-7766,37.32658578,127.0731328,2022-10-12
용인상현마을현대2차아이파크,용인상현마을현대2차아이파크,경기도,-,0:00,24:00:00,Y,N,AC완속,6,0,N,경기도 용인시 수지구 상현로 2,경기도 용인시 수지구 상현동 853번지 상현마을 현대2차 아이파크,에버온,1661-7766,37.30121315,127.0735358,2022-10-12
용인한숲시티4단지404동,용인한숲시티4단지404동,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 남사읍 한숲로 124,경기도 용인시 처인구 남사읍 완장리 952번지 404동 지하2층 B13기둥 좌측,에버온,1661-7766,37.15776371,127.1758718,2022-10-12
용인 성동마을LG빌리지6차아파트10 충전소,용인 성동마을LG빌리지6차아파트10 충전소,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 성복2로 158(엘지빌리지 6차),경기도 용인시 수지구 성복동 731번지 엘지빌리지6차,이카플러그,1833-4577,37.31995047,127.0703375,2022-10-12
용인 성동마을LG빌리지6차아파트2 충전소,용인 성동마을LG빌리지6차아파트2 충전소,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 성복2로 158(엘지빌리지 6차),경기도 용인시 수지구 성복동 731번지 엘지빌리지6차,이카플러그,1833-4577,37.31995047,127.0703375,2022-10-12
용인 성동마을LG빌리지6차아파트3 충전소,용인 성동마을LG빌리지6차아파트3 충전소,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 성복2로 158(엘지빌리지 6차),경기도 용인시 수지구 성복동 731번지 엘지빌리지6차,이카플러그,1833-4577,37.31995047,127.0703375,2022-10-12
용인 성동마을LG빌리지6차아파트4 충전소,용인 성동마을LG빌리지6차아파트4 충전소,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 성복2로 158(엘지빌리지 6차),경기도 용인시 수지구 성복동 731번지 엘지빌리지6차,이카플러그,1833-4577,37.31995047,127.0703375,2022-10-12
용인 성동마을LG빌리지6차아파트5 충전소,용인 성동마을LG빌리지6차아파트5 충전소,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 성복2로 158(엘지빌리지 6차),경기도 용인시 수지구 성복동 731번지 엘지빌리지6차,이카플러그,1833-4577,37.31995047,127.0703375,2022-10-12
용인 성동마을LG빌리지6차아파트6 충전소,용인 성동마을LG빌리지6차아파트6 충전소,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 성복2로 158(엘지빌리지 6차),경기도 용인시 수지구 성복동 731번지 엘지빌리지6차,이카플러그,1833-4577,37.31995047,127.0703375,2022-10-12
용인 성동마을LG빌리지6차아파트8 충전소,용인 성동마을LG빌리지6차아파트8 충전소,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 성복2로 158(엘지빌리지 6차),경기도 용인시 수지구 성복동 731번지 엘지빌리지6차,이카플러그,1833-4577,37.31995047,127.0703375,2022-10-12
용인 성동마을LG빌리지6차아파트9 충전소,용인 성동마을LG빌리지6차아파트9 충전소,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 성복2로 158(엘지빌리지 6차),경기도 용인시 수지구 성복동 731번지 엘지빌리지6차,이카플러그,1833-4577,37.31995047,127.0703375,2022-10-12
용인 엘리치안오피스텔,용인 엘리치안오피스텔,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 광교중앙로 294,경기도 용인시 수지구 상현동 1133번지 지하1층 주차장,이카플러그,1833-4577,37.29607775,127.0692548,2022-10-12
경기 용인시 기흥구 죽현로 125-53 (저압수용가),경기 용인시 기흥구 죽현로 125-53 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 죽현로 125-53,경기도 용인시 기흥구 보정동 1225-35번지 경기 용인시 기흥구 죽현로 125-53,스타코프,02-1833-4903,37.31889404,127.1226777,2022-10-12
경기 용인시 기흥구 중부대로681번길 76-37 (저압수용가),경기 용인시 기흥구 중부대로681번길 76-37 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 중부대로681번길 76-37,경기도 용인시 기흥구 상하동 276-101번지 경기 용인시 기흥구 중부대로681번길 76-37,스타코프,02-1833-4903,37.26498727,127.1448716,2022-10-12
경기 용인시 기흥구 청명산로 51 (저압수용가),경기 용인시 기흥구 청명산로 51 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 청명산로 51,경기도 용인시 기흥구 하갈동 332-2번지,스타코프,02-1833-4903,37.25864497,127.0901617,2022-10-12
경기 용인시 기흥구 청명산로43번길 30-18 (저압수용가),경기 용인시 기흥구 청명산로43번길 30-18 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 청명산로43번길 30-18,경기도 용인시 기흥구 하갈동 331-64번지 경기 용인시 기흥구 청명산로43번길 30-18,스타코프,02-1833-4903,37.25998929,127.0879215,2022-10-12
경기 용인시 기흥구 탑실로 145-11 (저압수용가),경기 용인시 기흥구 탑실로 145-11 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 탑실로 145-11,경기도 용인시 기흥구 공세동 129-34번지 경기 용인시 기흥구 탑실로 145-11,스타코프,02-1833-4903,37.24370806,127.119659,2022-10-12
경기 용인시 기흥구 탑실로 145-60 (저압수용가),경기 용인시 기흥구 탑실로 145-60 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 탑실로 145-60,경기도 용인시 기흥구 공세동 129-10번지 경기 용인시 기흥구 탑실로 145-60,스타코프,02-1833-4903,37.24462631,127.1192936,2022-10-12
경기 용인시 기흥구 트리플힐스로 7-28 (저압수용가),경기 용인시 기흥구 트리플힐스로 7-28 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 트리플힐스로 7-28,경기도 용인시 기흥구 영덕동 1097-28번지 경기 용인시 기흥구 트리플힐스로 7-28,스타코프,02-1833-4903,37.2746,127.0902557,2022-10-12
경기 용인시 수지구 동천로 480-9 (저압수용가),경기 용인시 수지구 동천로 480-9 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 동천로 480-9,경기도 용인시 수지구 동천동 680-13번지 경기 용인시 수지구 동천로 480-9(시인의 마을),스타코프,02-1833-4903,37.3484305,127.0571007,2022-10-12
경기 용인시 수지구 동천로192번길 14 (저압수용가),경기 용인시 수지구 동천로192번길 14 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 동천로192번길 14,경기도 용인시 수지구 동천동 484-34번지,스타코프,02-1833-4903,37.33893301,127.0827491,2022-10-12
경기 용인시 수지구 신봉1로301번길 6 (저압수용가),경기 용인시 수지구 신봉1로301번길 6 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 신봉1로301번길 6,경기도 용인시 수지구 신봉동 593-1번지,스타코프,02-1833-4903,37.33209393,127.0561694,2022-10-12
경기 용인시 수지구 호수로148번길 19(저압수용가),경기 용인시 수지구 호수로148번길 19(저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 호수로148번길 19,경기도 용인시 수지구 고기동 2-12번지,스타코프,02-1833-4903,37.34756855,127.075227,2022-10-12
경기 용인시 처인구 모현읍 능원리 264 (저압수용가),경기 용인시 처인구 모현읍 능원리 264 (저압수용가),경기도,-,9:00,18:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 모현읍 능원로 31,경기도 용인시 처인구 모현읍 능원리 264번지,스타코프,02-1833-4903,37.33710796,127.1731159,2022-10-12
광교 휴먼시아 41단지,광교 휴먼시아 41단지,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 광교마을로 90,경기도 용인시 수지구 상현동 1135번지 광교마을휴먼시아41단지 4106동 부근 B003 기둥,에버온,1661-7766,37.29533198,127.0749004,2022-10-12
광교SB타운,광교SB타운,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 광교마을로 54,경기도 용인시 수지구 상현동 1132번지,에버온,1661-7766,37.29820056,127.0705064,2022-10-12
광교산자이아파트101동,광교산자이아파트101동,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 신봉2로 93,경기도 용인시 수지구 신봉동 960번지 광교산자이 101동 B2 08기둥,에버온,1661-7766,37.32853616,127.0715754,2022-10-12
구갈동주민센터,구갈동주민센터,경기도,"토, 일",9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 강남로 23,경기도 용인시 기흥구 구갈동 578번지 구갈동행정복지센터,에버온,1661-7766,37.27240675,127.1275907,2022-10-12
구성동주민센터,구성동주민센터,경기도,"토, 일",9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 구성로77번길 17,경기도 용인시 기흥구 언남동 342-1번지 구성동행정복지센터 구성도서관,에버온,1661-7766,37.29676208,127.1189859,2022-10-12
금호베스트빌4단지1,금호베스트빌4단지1,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,"경기도 용인시 수지구 상현로 67-12 (상현동, 상현마을 금호베스트빌 4단지)",경기도 용인시 수지구 상현동 840번지 상현마을 금호베스트빌 4단지,에버온,1661-7766,37.30508893,127.0810517,2022-10-12
금호베스트빌4단지2,금호베스트빌4단지2,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,"경기도 용인시 수지구 상현로 67-12 (상현동, 상현마을 금호베스트빌 4단지)",경기도 용인시 수지구 상현동 840번지 상현마을 금호베스트빌 4단지,에버온,1661-7766,37.30508893,127.0810517,2022-10-12
금화마을주공4단지1,금화마을주공4단지1,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,"경기도 용인시 기흥구 금화로58번길 10 (상갈동, 금화마을주공4단지아파트)",경기도 용인시 기흥구 상갈동 463번지 금화마을주공4단지아파트,에버온,1661-7766,37.26277145,127.1109695,2022-10-12
금화마을주공4단지3,금화마을주공4단지3,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,"경기도 용인시 기흥구 금화로58번길 10 (상갈동, 금화마을주공4단지아파트)",경기도 용인시 기흥구 상갈동 463번지 금화마을주공4단지아파트,에버온,1661-7766,37.26277145,127.1109695,2022-10-12
기흥동부아파트,기흥동부아파트,경기도,-,0:00,24:00:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 구갈로28번길 30,경기도 용인시 기흥구 구갈동 384-1번지 실외 기계실옆,에버온,1661-7766,37.27735035,127.114741,2022-10-12
기흥파크뷰 1,기흥파크뷰 1,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,"경기도 용인시 기흥구 기흥로116번길 60 (신갈동, 녹원마을새천년그린빌5단지아파트)",경기도 용인시 기흥구 신갈동 697번지 녹원마을새천년그린빌5단지아파트,에버온,1661-7766,37.28886601,127.1190257,2022-10-12
기흥파크뷰 3,기흥파크뷰 3,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,"경기도 용인시 기흥구 기흥로116번길 60 (신갈동, 녹원마을새천년그린빌5단지아파트)",경기도 용인시 기흥구 신갈동 697번지 녹원마을새천년그린빌5단지아파트,에버온,1661-7766,37.28886601,127.1190257,2022-10-12
자봉마을써니밸리아파트2,자봉마을써니밸리아파트2,경기도,-,0:00,24:00:00,Y,N,AC완속,3,0,N,"경기도 용인시 기흥구 사은로 274-22 (지곡동, 자봉마을 써니밸리)",경기도 용인시 기흥구 지곡동 704번지 자봉마을 써니밸리,에버온,1661-7766,37.25198882,127.1358778,2022-10-12
자봉마을써니밸리아파트3,자봉마을써니밸리아파트3,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,"경기도 용인시 기흥구 사은로 274-22 (지곡동, 자봉마을 써니밸리)",경기도 용인시 기흥구 지곡동 704번지 자봉마을 써니밸리,에버온,1661-7766,37.25198882,127.1358778,2022-10-12
자봉마을써니밸리아파트4,자봉마을써니밸리아파트4,경기도,-,0:00,24:00:00,Y,N,AC완속,2,0,N,"경기도 용인시 기흥구 사은로 274-22 (지곡동, 자봉마을 써니밸리)",경기도 용인시 기흥구 지곡동 704번지 자봉마을 써니밸리,에버온,1661-7766,37.25198882,127.1358778,2022-10-12
죽전1동주민센터,죽전1동주민센터,경기도,"토, 일",9:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 대지로15번길 50,경기도 용인시 수지구 죽전동 1070-9번지 (1070-9 죽전1동행정복지센터),에버온,1661-7766,37.33107973,127.1139588,2022-10-12
